order_line_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,postal_code,sales,quantity,discount,profit,customer_name,segment,city,state,region,category,sub_category
1879,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,JG-15160,TEC-PH-10002563,90049,302.38,3,0.2,22.68,James Galang,Consumer,Los Angeles,California,West,Technology,Phones
1880,US-2017-166611,2017-03-28,2017-04-02,Standard Class,CK-12760,OFF-BI-10001191,32216,68.74,9,0.7,-48.12,Cyma Kinney,Corporate,Jacksonville,Florida,South,Office Supplies,Binders
1881,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,OFF-EN-10002621,10011,29.34,3,0.0,14.67,Luke Foster,Consumer,New York City,New York,East,Office Supplies,Envelopes
1882,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,FUR-CH-10001146,10011,383.61,7,0.1,63.93,Luke Foster,Consumer,New York City,New York,East,Furniture,Chairs
1882,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,FUR-CH-10001146,10011,383.61,7,0.1,63.93,Luke Foster,Consumer,New York City,New York,East,Furniture,Chairs
1883,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,OFF-ST-10000689,10011,563.4,4,0.0,67.61,Luke Foster,Consumer,New York City,New York,East,Office Supplies,Storage
1884,CA-2016-118570,2016-11-13,2016-11-17,Standard Class,CC-12430,OFF-PA-10001289,19143,217.06,7,0.2,78.68,Chuck Clark,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper
1885,CA-2017-154718,2017-01-19,2017-01-23,Second Class,DL-12865,OFF-LA-10003714,76248,6.0,2,0.2,2.1,Dan Lawera,Consumer,Keller,Texas,Central,Office Supplies,Labels
1886,CA-2016-147578,2016-04-22,2016-04-26,Second Class,PG-18895,FUR-FU-10001889,94122,31.56,3,0.0,10.41,Paul Gonzalez,Consumer,San Francisco,California,West,Furniture,Furnishings
1887,CA-2014-140165,2014-05-13,2014-05-15,First Class,EH-14005,OFF-FA-10002815,33012,7.1,2,0.2,2.4,Erica Hernandez,Home Office,Hialeah,Florida,South,Office Supplies,Fasteners
1888,CA-2014-140165,2014-05-13,2014-05-15,First Class,EH-14005,OFF-BI-10004519,33012,398.35,8,0.7,-331.96,Erica Hernandez,Home Office,Hialeah,Florida,South,Office Supplies,Binders
1889,CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,OFF-AP-10004708,45014,121.79,4,0.2,13.7,Tracy Blumstein,Consumer,Fairfield,Ohio,East,Office Supplies,Appliances
1890,CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,FUR-TA-10000617,45014,409.59,3,0.4,-122.88,Tracy Blumstein,Consumer,Fairfield,Ohio,East,Furniture,Tables
1891,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,DK-13225,OFF-PA-10001204,92646,10.56,2,0.0,4.75,Dean Katz,Corporate,Huntington Beach,California,West,Office Supplies,Paper
1892,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,DK-13225,OFF-AR-10003723,92646,3.38,1,0.0,1.25,Dean Katz,Corporate,Huntington Beach,California,West,Office Supplies,Art
1893,CA-2017-145310,2017-12-22,2017-12-24,Second Class,JP-15520,OFF-EN-10002621,32127,7.82,1,0.2,2.93,Jeremy Pistek,Consumer,Port Orange,Florida,South,Office Supplies,Envelopes
1894,CA-2016-100083,2016-11-24,2016-11-29,Standard Class,CD-11980,OFF-PA-10000241,97504,24.78,1,0.2,7.75,Carol Darley,Consumer,Medford,Oregon,West,Office Supplies,Paper
1895,US-2017-108063,2017-12-02,2017-12-05,First Class,AS-10090,OFF-AR-10001446,22901,34.65,3,0.0,10.4,Adam Shillingsburg,Consumer,Charlottesville,Virginia,South,Office Supplies,Art
1896,CA-2015-109197,2015-12-31,2016-01-04,Standard Class,JO-15280,OFF-BI-10004632,59801,487.98,2,0.2,152.5,Jas O'Carroll,Consumer,Missoula,Montana,West,Office Supplies,Binders
1896,CA-2015-109197,2015-12-31,2016-01-04,Standard Class,JO-15280,OFF-BI-10004632,59801,487.98,2,0.2,152.5,Jas O'Carroll,Consumer,Missoula,Montana,West,Office Supplies,Binders
1897,CA-2017-141789,2017-10-03,2017-10-06,First Class,AC-10450,OFF-BI-10001359,55407,1793.98,2,0.0,843.17,Amy Cox,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders
1898,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,OFF-EN-10001749,33178,29.81,2,0.2,10.81,Ryan Akin,Consumer,Miami,Florida,South,Office Supplies,Envelopes
1899,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,OFF-BI-10004390,33178,505.18,4,0.7,-336.78,Ryan Akin,Consumer,Miami,Florida,South,Office Supplies,Binders
1900,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,FUR-TA-10001857,33178,174.06,3,0.45,-110.76,Ryan Akin,Consumer,Miami,Florida,South,Furniture,Tables
1901,CA-2016-140543,2016-06-29,2016-07-03,Second Class,Co-12640,OFF-ST-10000563,29501,191.88,6,0.0,19.19,Corey-Lock,Consumer,Florence,South Carolina,South,Office Supplies,Storage
1902,CA-2016-151141,2016-08-20,2016-08-23,First Class,DW-13480,TEC-PH-10004924,48205,14.78,2,0.0,3.99,Dianna Wilson,Home Office,Detroit,Michigan,Central,Technology,Phones
1903,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,OFF-PA-10003953,97477,5.18,1,0.2,1.81,Damala Kotsonis,Corporate,Springfield,Oregon,West,Office Supplies,Paper
1904,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,FUR-CH-10000155,97477,478.48,2,0.2,47.85,Damala Kotsonis,Corporate,Springfield,Oregon,West,Furniture,Chairs
1905,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,TEC-AC-10003116,97477,28.4,2,0.2,6.75,Damala Kotsonis,Corporate,Springfield,Oregon,West,Technology,Accessories
1906,CA-2017-154410,2017-10-21,2017-10-24,First Class,MD-17860,OFF-ST-10002743,46203,909.12,8,0.0,9.09,Michael Dominguez,Corporate,Indianapolis,Indiana,Central,Office Supplies,Storage
1907,US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,OFF-BI-10001757,32712,2.95,2,0.7,-2.16,Roy Phan,Corporate,Apopka,Florida,South,Office Supplies,Binders
1908,US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,OFF-BI-10000069,32712,27.02,6,0.7,-21.61,Roy Phan,Corporate,Apopka,Florida,South,Office Supplies,Binders
1909,CA-2015-157959,2015-02-03,2015-02-04,First Class,RW-19540,FUR-FU-10004093,90008,136.92,4,0.0,41.08,Rick Wilson,Corporate,Los Angeles,California,West,Furniture,Furnishings
1910,CA-2017-105886,2017-12-18,2017-12-23,Standard Class,DB-13660,FUR-FU-10001037,11572,18.96,2,0.0,8.53,Duane Benoit,Consumer,Oceanside,New York,East,Furniture,Furnishings
1911,CA-2016-105963,2016-11-15,2016-11-22,Standard Class,SC-20770,TEC-AC-10003832,90008,99.39,3,0.0,40.75,Stewart Carmichael,Corporate,Los Angeles,California,West,Technology,Accessories
1911,CA-2016-105963,2016-11-15,2016-11-22,Standard Class,SC-20770,TEC-AC-10003832,90008,99.39,3,0.0,40.75,Stewart Carmichael,Corporate,Los Angeles,California,West,Technology,Accessories
1912,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,OFF-PA-10001878,77041,273.9,7,0.2,92.44,Frank Hawley,Corporate,Houston,Texas,Central,Office Supplies,Paper
1913,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,TEC-MA-10003674,77041,597.13,3,0.4,49.76,Frank Hawley,Corporate,Houston,Texas,Central,Technology,Machines
1914,CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,TEC-AC-10003628,30076,149.95,5,0.0,65.98,Erica Hackney,Consumer,Roswell,Georgia,South,Technology,Accessories
1915,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,OFF-LA-10003190,33437,4.61,2,0.2,1.67,Ann Steele,Home Office,Boynton Beach,Florida,South,Office Supplies,Labels
1916,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,OFF-AR-10002280,33437,15.53,3,0.2,4.85,Ann Steele,Home Office,Boynton Beach,Florida,South,Office Supplies,Art
1917,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,OFF-LA-10001569,33437,11.95,3,0.2,3.88,Ann Steele,Home Office,Boynton Beach,Florida,South,Office Supplies,Labels
1918,CA-2015-105634,2015-11-08,2015-11-14,Standard Class,HA-14905,OFF-AR-10001573,2038,11.65,5,0.0,3.38,Helen Abelman,Consumer,Franklin,Massachusetts,East,Office Supplies,Art
1919,CA-2015-123673,2015-10-30,2015-11-01,Second Class,CH-12070,TEC-PH-10001809,48227,299.9,2,0.0,74.98,Cathy Hwang,Home Office,Detroit,Michigan,Central,Technology,Phones
1920,US-2017-111423,2017-08-17,2017-08-19,First Class,EH-13765,OFF-BI-10003091,13601,895.92,5,0.2,302.37,Edward Hooks,Corporate,Watertown,New York,East,Office Supplies,Binders
1921,US-2017-111423,2017-08-17,2017-08-19,First Class,EH-13765,FUR-CH-10003981,13601,462.56,2,0.1,97.65,Edward Hooks,Corporate,Watertown,New York,East,Furniture,Chairs
1922,CA-2015-125178,2015-10-03,2015-10-09,Standard Class,MZ-17515,OFF-ST-10002562,19601,15.01,2,0.2,1.5,Mary Zewe,Corporate,Reading,Pennsylvania,East,Office Supplies,Storage
1923,CA-2016-156685,2016-07-08,2016-07-10,Second Class,SC-20230,TEC-PH-10004345,76017,863.64,9,0.2,107.96,Scot Coram,Corporate,Arlington,Texas,Central,Technology,Phones
1924,CA-2016-156685,2016-07-08,2016-07-10,Second Class,SC-20230,OFF-AR-10000588,76017,47.62,3,0.2,3.57,Scot Coram,Corporate,Arlington,Texas,Central,Office Supplies,Art
1925,CA-2017-126865,2017-12-05,2017-12-07,Second Class,NP-18325,OFF-PA-10003039,92024,92.94,3,0.0,41.82,Naresj Patel,Consumer,Encinitas,California,West,Office Supplies,Paper
1925,CA-2017-126865,2017-12-05,2017-12-07,Second Class,NP-18325,OFF-PA-10003039,92024,92.94,3,0.0,41.82,Naresj Patel,Consumer,San Diego,California,West,Office Supplies,Paper
1926,CA-2017-102834,2017-03-09,2017-03-13,Standard Class,LW-16990,TEC-AC-10001908,94110,199.98,2,0.0,69.99,Lindsay Williams,Corporate,San Francisco,California,West,Technology,Accessories
1927,US-2016-139710,2016-06-09,2016-06-15,Standard Class,GM-14680,TEC-PH-10001198,90045,177.48,3,0.2,19.97,Greg Matthias,Consumer,Los Angeles,California,West,Technology,Phones
1928,CA-2017-121538,2017-11-28,2017-12-01,First Class,RH-19495,OFF-PA-10004071,80219,88.77,2,0.2,31.07,Rick Hansen,Consumer,Denver,Colorado,West,Office Supplies,Paper
1929,US-2017-101539,2017-03-16,2017-03-18,Second Class,VM-21685,OFF-PA-10001972,98105,6.48,1,0.0,3.11,Valerie Mitchum,Home Office,Seattle,Washington,West,Office Supplies,Paper
1930,US-2017-101539,2017-03-16,2017-03-18,Second Class,VM-21685,OFF-ST-10004180,98105,46.51,1,0.0,1.86,Valerie Mitchum,Home Office,Seattle,Washington,West,Office Supplies,Storage
1931,US-2017-101539,2017-03-16,2017-03-18,Second Class,VM-21685,TEC-PH-10004165,98105,659.98,3,0.2,49.5,Valerie Mitchum,Home Office,Seattle,Washington,West,Technology,Phones
1932,CA-2016-152121,2016-11-27,2016-11-29,Second Class,CC-12670,TEC-PH-10002483,85254,271.99,1,0.2,23.8,Craig Carreira,Consumer,Scottsdale,Arizona,West,Technology,Phones
1933,CA-2017-161200,2017-08-06,2017-08-10,Second Class,SV-20365,FUR-BO-10000468,70506,145.74,3,0.0,23.32,Seth Vernon,Consumer,Lafayette,Louisiana,South,Furniture,Bookcases
1934,CA-2017-161200,2017-08-06,2017-08-10,Second Class,SV-20365,FUR-FU-10001706,70506,15.4,5,0.0,7.39,Seth Vernon,Consumer,Lafayette,Louisiana,South,Furniture,Furnishings
1935,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,LW-16990,OFF-PA-10003129,94109,244.55,5,0.0,114.94,Lindsay Williams,Corporate,San Francisco,California,West,Office Supplies,Paper
1936,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,LW-16990,TEC-AC-10001284,94109,166.16,8,0.0,59.82,Lindsay Williams,Corporate,San Francisco,California,West,Technology,Accessories
1937,CA-2015-141768,2015-05-25,2015-05-27,Second Class,NP-18685,FUR-FU-10002268,94109,14.73,3,0.0,4.86,Nora Pelletier,Home Office,San Francisco,California,West,Furniture,Furnishings
1938,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,OFF-BI-10002082,80020,19.97,2,0.7,-13.31,Joe Elijah,Consumer,Broomfield,Colorado,West,Office Supplies,Binders
1939,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,OFF-ST-10001505,80020,33.49,7,0.2,-1.26,Joe Elijah,Consumer,Broomfield,Colorado,West,Office Supplies,Storage
1940,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,OFF-BI-10001634,80020,8.74,4,0.7,-6.12,Joe Elijah,Consumer,Broomfield,Colorado,West,Office Supplies,Binders
1941,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,FUR-CH-10004287,80020,662.88,3,0.2,74.57,Joe Elijah,Consumer,Broomfield,Colorado,West,Furniture,Chairs
1942,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,OFF-LA-10004544,62301,47.36,4,0.2,17.76,Cathy Prescott,Corporate,Quincy,Illinois,Central,Office Supplies,Labels
1943,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,OFF-ST-10004507,62301,27.44,2,0.2,2.4,Cathy Prescott,Corporate,Quincy,Illinois,Central,Office Supplies,Storage
1944,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,OFF-BI-10002012,62301,3.24,9,0.8,-5.18,Cathy Prescott,Corporate,Quincy,Illinois,Central,Office Supplies,Binders
1945,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,EA-14035,TEC-AC-10001109,75007,95.97,4,0.2,26.39,Erin Ashbrook,Corporate,Carrollton,Texas,Central,Technology,Accessories
1946,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,EA-14035,OFF-PA-10000809,75007,10.37,2,0.2,3.63,Erin Ashbrook,Corporate,Carrollton,Texas,Central,Office Supplies,Paper
1947,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,OFF-AR-10000658,10009,23.1,2,0.0,6.47,Ann Chong,Corporate,New York City,New York,East,Office Supplies,Art
1948,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,FUR-FU-10001196,10009,11.54,2,0.0,3.46,Ann Chong,Corporate,New York City,New York,East,Furniture,Furnishings
1949,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,FUR-TA-10001889,10009,254.53,1,0.4,-93.33,Ann Chong,Corporate,New York City,New York,East,Furniture,Tables
1950,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,OFF-AP-10000358,10009,12.98,1,0.0,3.76,Ann Chong,Corporate,New York City,New York,East,Office Supplies,Appliances
1951,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,OFF-BI-10004970,10009,26.43,8,0.2,8.92,Ann Chong,Corporate,New York City,New York,East,Office Supplies,Binders
1952,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,TEC-PH-10003885,10009,197.97,3,0.0,57.41,Ann Chong,Corporate,New York City,New York,East,Technology,Phones
1953,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,OFF-LA-10001641,10009,18.9,6,0.0,9.07,Ann Chong,Corporate,New York City,New York,East,Office Supplies,Labels
1954,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,FUR-CH-10003379,10009,1282.41,5,0.1,213.74,Ann Chong,Corporate,New York City,New York,East,Furniture,Chairs
1955,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,OFF-AR-10004582,10009,4.92,3,0.0,2.21,Ann Chong,Corporate,New York City,New York,East,Office Supplies,Art
1956,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,TEC-AC-10002842,10009,238.0,2,0.0,38.08,Ann Chong,Corporate,New York City,New York,East,Technology,Accessories
1957,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,TEC-AC-10000109,10009,167.97,3,0.0,40.31,Ann Chong,Corporate,New York City,New York,East,Technology,Accessories
1958,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,OFF-PA-10003893,10009,17.12,4,0.0,7.7,Ann Chong,Corporate,New York City,New York,East,Office Supplies,Paper
1959,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,OFF-BI-10003669,65807,16.2,3,0.0,7.78,Robert Waldorf,Consumer,Springfield,Missouri,Central,Office Supplies,Binders
1960,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,OFF-AP-10004785,65807,33.99,3,0.0,14.62,Robert Waldorf,Consumer,Springfield,Missouri,Central,Office Supplies,Appliances
1961,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,TEC-AC-10003023,65807,296.85,5,0.0,53.43,Robert Waldorf,Consumer,Springfield,Missouri,Central,Technology,Accessories
1962,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,TEC-AC-10002217,65807,112.8,6,0.0,6.77,Robert Waldorf,Consumer,Springfield,Missouri,Central,Technology,Accessories
1963,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,OFF-BI-10002954,65807,13.71,3,0.0,6.58,Robert Waldorf,Consumer,Springfield,Missouri,Central,Office Supplies,Binders
1964,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,OFF-PA-10002586,65807,24.9,5,0.0,11.7,Robert Waldorf,Consumer,Springfield,Missouri,Central,Office Supplies,Paper
1965,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,OFF-ST-10000025,65807,286.29,3,0.0,17.18,Robert Waldorf,Consumer,Springfield,Missouri,Central,Office Supplies,Storage
1966,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,OFF-AP-10003281,65807,24.18,2,0.0,7.25,Robert Waldorf,Consumer,Springfield,Missouri,Central,Office Supplies,Appliances
1967,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,TEC-PH-10002103,7501,281.97,3,0.0,78.95,Dean Braden,Consumer,Paterson,New Jersey,East,Technology,Phones
1968,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,OFF-SU-10000898,7501,69.5,5,0.0,20.16,Dean Braden,Consumer,Paterson,New Jersey,East,Office Supplies,Supplies
1969,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,OFF-PA-10001144,7501,166.44,3,0.0,79.89,Dean Braden,Consumer,Paterson,New Jersey,East,Office Supplies,Paper
1970,CA-2017-117485,2017-09-23,2017-09-29,Standard Class,BD-11320,TEC-AC-10004659,74133,291.96,4,0.0,102.19,Bill Donatelli,Consumer,Tulsa,Oklahoma,Central,Technology,Accessories
1971,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,OFF-AR-10004752,60623,6.41,3,0.2,0.64,Max Ludwig,Home Office,Chicago,Illinois,Central,Office Supplies,Art
1972,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,TEC-AC-10004659,60623,408.74,7,0.2,76.64,Max Ludwig,Home Office,Chicago,Illinois,Central,Technology,Accessories
1973,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,OFF-BI-10001249,60610,5.1,4,0.8,-8.68,Joy Daniels,Consumer,Chicago,Illinois,Central,Office Supplies,Binders
1974,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,OFF-FA-10003059,60610,2.9,2,0.2,0.47,Joy Daniels,Consumer,Chicago,Illinois,Central,Office Supplies,Fasteners
1975,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,TEC-AC-10002718,60610,35.02,3,0.2,-2.19,Joy Daniels,Consumer,Chicago,Illinois,Central,Technology,Accessories
1976,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,OFF-ST-10001522,36116,275.97,3,0.0,11.04,Alan Schoenberger,Corporate,Montgomery,Alabama,South,Office Supplies,Storage
1977,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,TEC-PH-10002352,36116,1394.95,5,0.0,362.69,Alan Schoenberger,Corporate,Montgomery,Alabama,South,Technology,Phones
1978,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,FUR-CH-10003774,36116,545.88,6,0.0,70.96,Alan Schoenberger,Corporate,Montgomery,Alabama,South,Furniture,Chairs
1979,CA-2015-109939,2015-05-08,2015-05-12,Standard Class,AA-10375,OFF-AR-10000127,97301,5.25,2,0.2,0.59,Allen Armold,Consumer,Salem,Oregon,West,Office Supplies,Art
1980,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,FUR-CH-10004086,85301,933.54,4,0.2,105.02,Kean Takahito,Consumer,Glendale,Arizona,West,Furniture,Chairs
1981,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,OFF-ST-10001228,85301,42.98,4,0.2,4.3,Kean Takahito,Consumer,Glendale,Arizona,West,Office Supplies,Storage
1981,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,OFF-ST-10001228,85301,42.98,4,0.2,4.3,Kean Takahito,Consumer,Glendale,Arizona,West,Office Supplies,Storage
1982,CA-2015-119592,2015-12-14,2015-12-16,Second Class,MM-18280,OFF-BI-10004187,31907,3.76,2,0.0,1.8,Muhammed MacIntyre,Corporate,Columbus,Georgia,South,Office Supplies,Binders
1983,CA-2014-122749,2014-12-03,2014-12-09,Standard Class,NG-18430,TEC-PH-10003811,73120,479.96,4,0.0,134.39,Nathan Gelder,Consumer,Oklahoma City,Oklahoma,Central,Technology,Phones
1984,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,OFF-AP-10000240,94513,320.88,6,0.0,93.06,Laurel Workman,Corporate,Brentwood,California,West,Office Supplies,Appliances
1985,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,FUR-FU-10001940,94513,23.88,3,0.0,10.51,Laurel Workman,Corporate,Brentwood,California,West,Furniture,Furnishings
1986,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,OFF-PA-10000575,94513,26.76,4,0.0,12.31,Laurel Workman,Corporate,Brentwood,California,West,Office Supplies,Paper
1987,CA-2016-147417,2016-07-25,2016-07-27,First Class,CB-12415,TEC-CO-10001449,43229,1439.98,4,0.4,192.0,Christy Brittain,Consumer,Columbus,Ohio,East,Technology,Copiers
1988,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,OFF-BI-10002393,65807,17.22,3,0.0,7.92,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,Office Supplies,Binders
1989,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,FUR-TA-10002855,65807,1024.38,7,0.0,215.12,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,Furniture,Tables
1990,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,OFF-EN-10000781,65807,26.22,3,0.0,12.32,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,Office Supplies,Envelopes
1991,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,OFF-PA-10002160,65807,17.34,3,0.0,8.5,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,Office Supplies,Paper
1992,CA-2017-111374,2017-02-24,2017-02-28,Standard Class,CB-12415,OFF-BI-10004970,19134,4.96,4,0.7,-3.8,Christy Brittain,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders
1993,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,OFF-LA-10003923,97477,71.04,6,0.2,26.64,Max Ludwig,Home Office,Springfield,Oregon,West,Office Supplies,Labels
1994,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,OFF-AR-10002257,97477,5.34,2,0.2,0.73,Max Ludwig,Home Office,Springfield,Oregon,West,Office Supplies,Art
1995,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,OFF-FA-10004395,97477,11.3,3,0.2,-2.12,Max Ludwig,Home Office,Springfield,Oregon,West,Office Supplies,Fasteners
1996,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,OFF-AP-10002534,77036,294.62,5,0.8,-766.01,Joy Smith,Consumer,Houston,Texas,Central,Office Supplies,Appliances
1997,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,FUR-FU-10004020,77036,8.75,4,0.6,-3.72,Joy Smith,Consumer,Houston,Texas,Central,Furniture,Furnishings
1998,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,OFF-LA-10002787,23320,15.0,4,0.0,7.2,Neil Ducich,Corporate,Chesapeake,Virginia,South,Office Supplies,Labels
1999,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,TEC-PH-10003645,23320,161.61,1,0.0,42.02,Neil Ducich,Corporate,Chesapeake,Virginia,South,Technology,Phones
2000,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,TEC-PH-10001615,23320,144.95,5,0.0,42.04,Neil Ducich,Corporate,Chesapeake,Virginia,South,Technology,Phones
2001,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,TEC-AC-10001767,91104,199.95,5,0.0,21.99,Luke Weiss,Consumer,Pasadena,California,West,Technology,Accessories
2002,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,OFF-AR-10001221,91104,41.86,7,0.0,14.23,Luke Weiss,Consumer,Pasadena,California,West,Office Supplies,Art
2003,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,OFF-ST-10000563,40214,95.94,3,0.0,9.59,Joni Wasserman,Consumer,Louisville,Kentucky,South,Office Supplies,Storage
2004,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,FUR-CH-10001146,40214,304.45,5,0.0,76.11,Joni Wasserman,Consumer,Louisville,Kentucky,South,Furniture,Chairs
2004,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,FUR-CH-10001146,40214,304.45,5,0.0,76.11,Joni Wasserman,Consumer,Louisville,Kentucky,South,Furniture,Chairs
2005,US-2017-143028,2017-04-11,2017-04-18,Standard Class,SC-20050,OFF-BI-10004738,79424,11.36,3,0.8,-17.05,Sample Company A,Home Office,Lubbock,Texas,Central,Office Supplies,Binders
2006,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,OFF-AR-10000034,65203,29.68,7,0.0,11.58,Rob Williams,Corporate,Columbia,Missouri,Central,Office Supplies,Art
2007,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,TEC-AC-10000290,65203,47.53,7,0.0,16.16,Rob Williams,Corporate,Columbia,Missouri,Central,Technology,Accessories
2008,CA-2017-165386,2017-08-03,2017-08-04,First Class,CM-12190,FUR-BO-10003034,60623,183.37,2,0.3,-36.67,Charlotte Melton,Consumer,Chicago,Illinois,Central,Furniture,Bookcases
2009,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,OFF-AR-10001315,37604,4.22,3,0.2,0.48,Jamie Frazer,Consumer,Johnson City,Tennessee,South,Office Supplies,Art
